50 50
0.06 0.02 0.01 0.01 0.04 0.08 0.14 0.19 0.22 0.22 0.19 0.14 0.06 -0.03 -0.09 -0.12 -0.09 -0.01 0.14 0.33 0.55 0.76 0.94 1.06 1.10 1.06 0.94 0.76 0.55 0.33 0.14 -0.01 -0.09 -0.12 -0.09 -0.03 0.06 0.14 0.19 0.22 0.22 0.19 0.14 0.08 0.04 0.01 0.01 0.02 0.06 0.10 
-0.00 -0.03 -0.05 -0.05 -0.02 0.02 0.08 0.13 0.16 0.16 0.14 0.08 -0.00 -0.09 -0.15 -0.18 -0.15 -0.07 0.08 0.27 0.49 0.70 0.88 1.00 1.04 1.00 0.88 0.70 0.49 0.27 0.08 -0.07 -0.15 -0.18 -0.15 -0.09 -0.00 0.08 0.14 0.16 0.16 0.13 0.08 0.02 -0.02 -0.05 -0.05 -0.03 -0.00 0.04 
-0.08 -0.11 -0.13 -0.13 -0.10 -0.05 -0.00 0.05 0.08 0.08 0.06 -0.00 -0.08 -0.17 -0.23 -0.26 -0.23 -0.15 0.00 0.19 0.41 0.62 0.80 0.92 0.96 0.92 0.80 0.62 0.41 0.19 0.00 -0.15 -0.23 -0.26 -0.23 -0.17 -0.08 -0.00 0.06 0.08 0.08 0.05 -0.00 -0.05 -0.10 -0.13 -0.13 -0.11 -0.08 -0.04 
-0.16 -0.20 -0.21 -0.21 -0.18 -0.14 -0.08 -0.03 -0.00 0.00 -0.03 -0.09 -0.17 -0.25 -0.31 -0.34 -0.32 -0.23 -0.08 0.11 0.33 0.54 0.72 0.83 0.88 0.83 0.72 0.54 0.33 0.11 -0.08 -0.23 -0.32 -0.34 -0.31 -0.25 -0.17 -0.09 -0.03 0.00 -0.00 -0.03 -0.08 -0.14 -0.18 -0.21 -0.21 -0.20 -0.16 -0.12 
-0.23 -0.26 -0.28 -0.27 -0.25 -0.20 -0.15 -0.10 -0.07 -0.06 -0.09 -0.15 -0.23 -0.31 -0.38 -0.41 -0.38 -0.29 -0.15 0.04 0.26 0.47 0.65 0.77 0.81 0.77 0.65 0.47 0.26 0.04 -0.15 -0.29 -0.38 -0.41 -0.38 -0.31 -0.23 -0.15 -0.09 -0.06 -0.07 -0.10 -0.15 -0.20 -0.25 -0.27 -0.28 -0.26 -0.23 -0.19 
-0.26 -0.29 -0.31 -0.30 -0.28 -0.23 -0.18 -0.13 -0.09 -0.09 -0.12 -0.18 -0.26 -0.34 -0.41 -0.43 -0.41 -0.32 -0.18 0.02 0.23 0.44 0.62 0.74 0.78 0.74 0.62 0.44 0.23 0.02 -0.18 -0.32 -0.41 -0.43 -0.41 -0.34 -0.26 -0.18 -0.12 -0.09 -0.09 -0.13 -0.18 -0.23 -0.28 -0.30 -0.31 -0.29 -0.26 -0.22 
-0.23 -0.26 -0.28 -0.28 -0.25 -0.20 -0.15 -0.10 -0.07 -0.07 -0.09 -0.15 -0.23 -0.32 -0.38 -0.41 -0.38 -0.30 -0.15 0.04 0.26 0.47 0.65 0.77 0.81 0.77 0.65 0.47 0.26 0.04 -0.15 -0.30 -0.38 -0.41 -0.38 -0.32 -0.23 -0.15 -0.09 -0.07 -0.07 -0.10 -0.15 -0.20 -0.25 -0.28 -0.28 -0.26 -0.23 -0.19 
-0.14 -0.18 -0.19 -0.19 -0.16 -0.12 -0.06 -0.01 0.02 0.02 -0.01 -0.07 -0.15 -0.23 -0.29 -0.32 -0.30 -0.21 -0.06 0.13 0.35 0.56 0.74 0.85 0.90 0.85 0.74 0.56 0.35 0.13 -0.06 -0.21 -0.30 -0.32 -0.29 -0.23 -0.15 -0.07 -0.01 0.02 0.02 -0.01 -0.06 -0.12 -0.16 -0.19 -0.19 -0.18 -0.14 -0.10 
0.00 -0.03 -0.05 -0.04 -0.02 0.03 0.08 0.13 0.16 0.17 0.14 0.08 0.00 -0.08 -0.15 -0.18 -0.15 -0.06 0.08 0.28 0.49 0.70 0.88 1.00 1.04 1.00 0.88 0.70 0.49 0.28 0.08 -0.06 -0.15 -0.18 -0.15 -0.08 0.00 0.08 0.14 0.17 0.16 0.13 0.08 0.03 -0.02 -0.04 -0.05 -0.03 0.00 0.04 
0.19 0.16 0.14 0.15 0.18 0.22 0.27 0.32 0.36 0.36 0.33 0.27 0.19 0.11 0.04 0.02 0.04 0.13 0.28 0.47 0.68 0.90 1.07 1.19 1.23 1.19 1.07 0.90 0.68 0.47 0.28 0.13 0.04 0.02 0.04 0.11 0.19 0.27 0.33 0.36 0.36 0.32 0.27 0.22 0.18 0.15 0.14 0.16 0.19 0.23 
0.41 0.38 0.36 0.36 0.39 0.44 0.49 0.54 0.57 0.58 0.55 0.49 0.41 0.33 0.26 0.23 0.26 0.35 0.49 0.68 0.90 1.11 1.29 1.41 1.45 1.41 1.29 1.11 0.90 0.68 0.49 0.35 0.26 0.23 0.26 0.33 0.41 0.49 0.55 0.58 0.57 0.54 0.49 0.44 0.39 0.36 0.36 0.38 0.41 0.45 
0.62 0.59 0.57 0.58 0.60 0.65 0.70 0.75 0.78 0.79 0.76 0.70 0.62 0.54 0.47 0.44 0.47 0.56 0.70 0.90 1.11 1.32 1.50 1.62 1.66 1.62 1.50 1.32 1.11 0.90 0.70 0.56 0.47 0.44 0.47 0.54 0.62 0.70 0.76 0.79 0.78 0.75 0.70 0.65 0.60 0.58 0.57 0.59 0.62 0.66 
0.80 0.77 0.75 0.75 0.78 0.83 0.88 0.93 0.96 0.97 0.94 0.88 0.80 0.72 0.65 0.62 0.65 0.74 0.88 1.07 1.29 1.50 1.68 1.80 1.84 1.80 1.68 1.50 1.29 1.07 0.88 0.74 0.65 0.62 0.65 0.72 0.80 0.88 0.94 0.97 0.96 0.93 0.88 0.83 0.78 0.75 0.75 0.77 0.80 0.84 
0.92 0.89 0.87 0.87 0.90 0.95 1.00 1.05 1.08 1.08 1.06 1.00 0.92 0.83 0.77 0.74 0.77 0.85 1.00 1.19 1.41 1.62 1.80 1.92 1.96 1.92 1.80 1.62 1.41 1.19 1.00 0.85 0.77 0.74 0.77 0.83 0.92 1.00 1.06 1.08 1.08 1.05 1.00 0.95 0.90 0.87 0.87 0.89 0.92 0.96 
0.96 0.93 0.91 0.91 0.94 0.99 1.04 1.09 1.12 1.13 1.10 1.04 0.96 0.88 0.81 0.78 0.81 0.90 1.04 1.23 1.45 1.66 1.84 1.96 2.00 1.96 1.84 1.66 1.45 1.23 1.04 0.90 0.81 0.78 0.81 0.88 0.96 1.04 1.10 1.13 1.12 1.09 1.04 0.99 0.94 0.91 0.91 0.93 0.96 1.00 
0.92 0.89 0.87 0.87 0.90 0.95 1.00 1.05 1.08 1.08 1.06 1.00 0.92 0.83 0.77 0.74 0.77 0.85 1.00 1.19 1.41 1.62 1.80 1.92 1.96 1.92 1.80 1.62 1.41 1.19 1.00 0.85 0.77 0.74 0.77 0.83 0.92 1.00 1.06 1.08 1.08 1.05 1.00 0.95 0.90 0.87 0.87 0.89 0.92 0.96 
0.80 0.77 0.75 0.75 0.78 0.83 0.88 0.93 0.96 0.97 0.94 0.88 0.80 0.72 0.65 0.62 0.65 0.74 0.88 1.07 1.29 1.50 1.68 1.80 1.84 1.80 1.68 1.50 1.29 1.07 0.88 0.74 0.65 0.62 0.65 0.72 0.80 0.88 0.94 0.97 0.96 0.93 0.88 0.83 0.78 0.75 0.75 0.77 0.80 0.84 
0.62 0.59 0.57 0.58 0.60 0.65 0.70 0.75 0.78 0.79 0.76 0.70 0.62 0.54 0.47 0.44 0.47 0.56 0.70 0.90 1.11 1.32 1.50 1.62 1.66 1.62 1.50 1.32 1.11 0.90 0.70 0.56 0.47 0.44 0.47 0.54 0.62 0.70 0.76 0.79 0.78 0.75 0.70 0.65 0.60 0.58 0.57 0.59 0.62 0.66 
0.41 0.38 0.36 0.36 0.39 0.44 0.49 0.54 0.57 0.58 0.55 0.49 0.41 0.33 0.26 0.23 0.26 0.35 0.49 0.68 0.90 1.11 1.29 1.41 1.45 1.41 1.29 1.11 0.90 0.68 0.49 0.35 0.26 0.23 0.26 0.33 0.41 0.49 0.55 0.58 0.57 0.54 0.49 0.44 0.39 0.36 0.36 0.38 0.41 0.45 
0.19 0.16 0.14 0.15 0.18 0.22 0.27 0.32 0.36 0.36 0.33 0.27 0.19 0.11 0.04 0.02 0.04 0.13 0.28 0.47 0.68 0.90 1.07 1.19 1.23 1.19 1.07 0.90 0.68 0.47 0.28 0.13 0.04 0.02 0.04 0.11 0.19 0.27 0.33 0.36 0.36 0.32 0.27 0.22 0.18 0.15 0.14 0.16 0.19 0.23 
0.00 -0.03 -0.05 -0.04 -0.02 0.03 0.08 0.13 0.16 0.17 0.14 0.08 0.00 -0.08 -0.15 -0.18 -0.15 -0.06 0.08 0.28 0.49 0.70 0.88 1.00 1.04 1.00 0.88 0.70 0.49 0.28 0.08 -0.06 -0.15 -0.18 -0.15 -0.08 0.00 0.08 0.14 0.17 0.16 0.13 0.08 0.03 -0.02 -0.04 -0.05 -0.03 0.00 0.04 
-0.14 -0.18 -0.19 -0.19 -0.16 -0.12 -0.06 -0.01 0.02 0.02 -0.01 -0.07 -0.15 -0.23 -0.29 -0.32 -0.30 -0.21 -0.06 0.13 0.35 0.56 0.74 0.85 0.90 0.85 0.74 0.56 0.35 0.13 -0.06 -0.21 -0.30 -0.32 -0.29 -0.23 -0.15 -0.07 -0.01 0.02 0.02 -0.01 -0.06 -0.12 -0.16 -0.19 -0.19 -0.18 -0.14 -0.10 
-0.23 -0.26 -0.28 -0.28 -0.25 -0.20 -0.15 -0.10 -0.07 -0.07 -0.09 -0.15 -0.23 -0.32 -0.38 -0.41 -0.38 -0.30 -0.15 0.04 0.26 0.47 0.65 0.77 0.81 0.77 0.65 0.47 0.26 0.04 -0.15 -0.30 -0.38 -0.41 -0.38 -0.32 -0.23 -0.15 -0.09 -0.07 -0.07 -0.10 -0.15 -0.20 -0.25 -0.28 -0.28 -0.26 -0.23 -0.19 
-0.26 -0.29 -0.31 -0.30 -0.28 -0.23 -0.18 -0.13 -0.09 -0.09 -0.12 -0.18 -0.26 -0.34 -0.41 -0.43 -0.41 -0.32 -0.18 0.02 0.23 0.44 0.62 0.74 0.78 0.74 0.62 0.44 0.23 0.02 -0.18 -0.32 -0.41 -0.43 -0.41 -0.34 -0.26 -0.18 -0.12 -0.09 -0.09 -0.13 -0.18 -0.23 -0.28 -0.30 -0.31 -0.29 -0.26 -0.22 
-0.23 -0.26 -0.28 -0.27 -0.25 -0.20 -0.15 -0.10 -0.07 -0.06 -0.09 -0.15 -0.23 -0.31 -0.38 -0.41 -0.38 -0.29 -0.15 0.04 0.26 0.47 0.65 0.77 0.81 0.77 0.65 0.47 0.26 0.04 -0.15 -0.29 -0.38 -0.41 -0.38 -0.31 -0.23 -0.15 -0.09 -0.06 -0.07 -0.10 -0.15 -0.20 -0.25 -0.27 -0.28 -0.26 -0.23 -0.19 
-0.16 -0.20 -0.21 -0.21 -0.18 -0.14 -0.08 -0.03 -0.00 0.00 -0.03 -0.09 -0.17 -0.25 -0.31 -0.34 -0.32 -0.23 -0.08 0.11 0.33 0.54 0.72 0.83 0.88 0.83 0.72 0.54 0.33 0.11 -0.08 -0.23 -0.32 -0.34 -0.31 -0.25 -0.17 -0.09 -0.03 0.00 -0.00 -0.03 -0.08 -0.14 -0.18 -0.21 -0.21 -0.20 -0.16 -0.12 
-0.08 -0.11 -0.13 -0.13 -0.10 -0.05 -0.00 0.05 0.08 0.08 0.06 -0.00 -0.08 -0.17 -0.23 -0.26 -0.23 -0.15 0.00 0.19 0.41 0.62 0.80 0.92 0.96 0.92 0.80 0.62 0.41 0.19 0.00 -0.15 -0.23 -0.26 -0.23 -0.17 -0.08 -0.00 0.06 0.08 0.08 0.05 -0.00 -0.05 -0.10 -0.13 -0.13 -0.11 -0.08 -0.04 
-0.00 -0.03 -0.05 -0.05 -0.02 0.02 0.08 0.13 0.16 0.16 0.14 0.08 -0.00 -0.09 -0.15 -0.18 -0.15 -0.07 0.08 0.27 0.49 0.70 0.88 1.00 1.04 1.00 0.88 0.70 0.49 0.27 0.08 -0.07 -0.15 -0.18 -0.15 -0.09 -0.00 0.08 0.14 0.16 0.16 0.13 0.08 0.02 -0.02 -0.05 -0.05 -0.03 -0.00 0.04 
0.06 0.02 0.01 0.01 0.04 0.08 0.14 0.19 0.22 0.22 0.19 0.14 0.06 -0.03 -0.09 -0.12 -0.09 -0.01 0.14 0.33 0.55 0.76 0.94 1.06 1.10 1.06 0.94 0.76 0.55 0.33 0.14 -0.01 -0.09 -0.12 -0.09 -0.03 0.06 0.14 0.19 0.22 0.22 0.19 0.14 0.08 0.04 0.01 0.01 0.02 0.06 0.10 
0.09 0.05 0.04 0.04 0.07 0.11 0.17 0.22 0.25 0.25 0.22 0.16 0.08 0.00 -0.06 -0.09 -0.07 0.02 0.17 0.36 0.58 0.79 0.97 1.08 1.13 1.08 0.97 0.79 0.58 0.36 0.17 0.02 -0.07 -0.09 -0.06 0.00 0.08 0.16 0.22 0.25 0.25 0.22 0.17 0.11 0.07 0.04 0.04 0.05 0.09 0.13 
0.08 0.05 0.03 0.04 0.06 0.11 0.16 0.21 0.24 0.25 0.22 0.16 0.08 -0.00 -0.07 -0.09 -0.07 0.02 0.16 0.36 0.57 0.78 0.96 1.08 1.12 1.08 0.96 0.78 0.57 0.36 0.16 0.02 -0.07 -0.09 -0.07 -0.00 0.08 0.16 0.22 0.25 0.24 0.21 0.16 0.11 0.06 0.04 0.03 0.05 0.08 0.12 
0.05 0.02 -0.00 0.00 0.03 0.08 0.13 0.18 0.21 0.22 0.19 0.13 0.05 -0.03 -0.10 -0.13 -0.10 -0.01 0.13 0.32 0.54 0.75 0.93 1.05 1.09 1.05 0.93 0.75 0.54 0.32 0.13 -0.01 -0.10 -0.13 -0.10 -0.03 0.05 0.13 0.19 0.22 0.21 0.18 0.13 0.08 0.03 0.00 -0.00 0.02 0.05 0.09 
0.00 -0.03 -0.05 -0.05 -0.02 0.03 0.08 0.13 0.16 0.17 0.14 0.08 -0.00 -0.08 -0.15 -0.18 -0.15 -0.06 0.08 0.27 0.49 0.70 0.88 1.00 1.04 1.00 0.88 0.70 0.49 0.27 0.08 -0.06 -0.15 -0.18 -0.15 -0.08 -0.00 0.08 0.14 0.17 0.16 0.13 0.08 0.03 -0.02 -0.05 -0.05 -0.03 0.00 0.04 
-0.05 -0.09 -0.10 -0.10 -0.07 -0.03 0.03 0.08 0.11 0.11 0.08 0.02 -0.05 -0.14 -0.20 -0.23 -0.20 -0.12 0.03 0.22 0.44 0.65 0.83 0.95 0.99 0.95 0.83 0.65 0.44 0.22 0.03 -0.12 -0.20 -0.23 -0.20 -0.14 -0.05 0.02 0.08 0.11 0.11 0.08 0.03 -0.03 -0.07 -0.10 -0.10 -0.09 -0.05 -0.01 
-0.10 -0.13 -0.15 -0.14 -0.12 -0.07 -0.02 0.03 0.06 0.07 0.04 -0.02 -0.10 -0.18 -0.25 -0.28 -0.25 -0.16 -0.02 0.18 0.39 0.60 0.78 0.90 0.94 0.90 0.78 0.60 0.39 0.18 -0.02 -0.16 -0.25 -0.28 -0.25 -0.18 -0.10 -0.02 0.04 0.07 0.06 0.03 -0.02 -0.07 -0.12 -0.14 -0.15 -0.13 -0.10 -0.06 
-0.13 -0.16 -0.18 -0.17 -0.14 -0.10 -0.05 0.00 0.04 0.04 0.01 -0.05 -0.13 -0.21 -0.27 -0.30 -0.28 -0.19 -0.04 0.15 0.36 0.58 0.75 0.87 0.91 0.87 0.75 0.58 0.36 0.15 -0.04 -0.19 -0.28 -0.30 -0.27 -0.21 -0.13 -0.05 0.01 0.04 0.04 0.00 -0.05 -0.10 -0.14 -0.17 -0.18 -0.16 -0.13 -0.09 
-0.13 -0.16 -0.18 -0.18 -0.15 -0.10 -0.05 -0.00 0.03 0.04 0.01 -0.05 -0.13 -0.21 -0.28 -0.31 -0.28 -0.19 -0.05 0.14 0.36 0.57 0.75 0.87 0.91 0.87 0.75 0.57 0.36 0.14 -0.05 -0.19 -0.28 -0.31 -0.28 -0.21 -0.13 -0.05 0.01 0.04 0.03 -0.00 -0.05 -0.10 -0.15 -0.18 -0.18 -0.16 -0.13 -0.09 
-0.11 -0.15 -0.16 -0.16 -0.13 -0.09 -0.03 0.02 0.05 0.05 0.02 -0.03 -0.11 -0.20 -0.26 -0.29 -0.26 -0.18 -0.03 0.16 0.38 0.59 0.77 0.89 0.93 0.89 0.77 0.59 0.38 0.16 -0.03 -0.18 -0.26 -0.29 -0.26 -0.20 -0.11 -0.03 0.02 0.05 0.05 0.02 -0.03 -0.09 -0.13 -0.16 -0.16 -0.15 -0.11 -0.07 
-0.08 -0.11 -0.13 -0.13 -0.10 -0.05 0.00 0.05 0.08 0.09 0.06 -0.00 -0.08 -0.16 -0.23 -0.26 -0.23 -0.14 0.00 0.19 0.41 0.62 0.80 0.92 0.96 0.92 0.80 0.62 0.41 0.19 0.00 -0.14 -0.23 -0.26 -0.23 -0.16 -0.08 -0.00 0.06 0.09 0.08 0.05 0.00 -0.05 -0.10 -0.13 -0.13 -0.11 -0.08 -0.04 
-0.04 -0.07 -0.09 -0.09 -0.06 -0.01 0.04 0.09 0.12 0.13 0.10 0.04 -0.04 -0.12 -0.19 -0.22 -0.19 -0.10 0.04 0.23 0.45 0.66 0.84 0.96 1.00 0.96 0.84 0.66 0.45 0.23 0.04 -0.10 -0.19 -0.22 -0.19 -0.12 -0.04 0.04 0.10 0.13 0.12 0.09 0.04 -0.01 -0.06 -0.09 -0.09 -0.07 -0.04 0.00 
