50 50
0.95 1.08 1.20 1.32 1.43 1.54 1.64 1.72 1.79 1.86 1.90 1.93 1.95 1.95 1.93 1.90 1.86 1.80 1.72 1.64 1.54 1.43 1.32 1.20 1.08 0.95 0.83 0.70 0.58 0.47 0.36 0.27 0.18 0.11 0.05 0.00 -0.03 -0.05 -0.05 -0.03 0.00 0.04 0.11 0.18 0.26 0.36 0.47 0.58 0.70 0.82 
0.98 1.11 1.23 1.35 1.46 1.57 1.67 1.75 1.83 1.89 1.93 1.96 1.98 1.98 1.96 1.93 1.89 1.83 1.75 1.67 1.57 1.47 1.35 1.23 1.11 0.98 0.86 0.74 0.62 0.50 0.40 0.30 0.21 0.14 0.08 0.03 0.00 -0.02 -0.02 0.00 0.03 0.08 0.14 0.21 0.30 0.39 0.50 0.61 0.73 0.85 
1.00 1.12 1.25 1.37 1.48 1.59 1.68 1.77 1.84 1.90 1.95 1.98 2.00 2.00 1.98 1.95 1.90 1.84 1.77 1.68 1.59 1.48 1.37 1.25 1.12 1.00 0.87 0.75 0.63 0.52 0.41 0.31 0.23 0.15 0.09 0.05 0.02 0.00 0.00 0.02 0.05 0.09 0.15 0.23 0.31 0.41 0.51 0.63 0.75 0.87 
1.00 1.12 1.25 1.37 1.48 1.59 1.68 1.77 1.84 1.90 1.95 1.98 2.00 2.00 1.98 1.95 1.90 1.84 1.77 1.68 1.59 1.48 1.37 1.25 1.12 1.00 0.87 0.75 0.63 0.52 0.41 0.31 0.23 0.15 0.09 0.05 0.02 0.00 0.00 0.02 0.05 0.09 0.15 0.23 0.31 0.41 0.51 0.63 0.75 0.87 
0.98 1.11 1.23 1.35 1.46 1.57 1.67 1.75 1.83 1.89 1.93 1.96 1.98 1.98 1.96 1.93 1.89 1.83 1.75 1.67 1.57 1.47 1.35 1.23 1.11 0.98 0.86 0.74 0.62 0.50 0.40 0.30 0.21 0.14 0.08 0.03 0.00 -0.02 -0.02 0.00 0.03 0.08 0.14 0.21 0.30 0.39 0.50 0.61 0.73 0.85 
0.95 1.08 1.20 1.32 1.43 1.54 1.64 1.72 1.80 1.86 1.90 1.93 1.95 1.95 1.93 1.90 1.86 1.80 1.72 1.64 1.54 1.43 1.32 1.20 1.08 0.95 0.83 0.70 0.58 0.47 0.37 0.27 0.18 0.11 0.05 0.00 -0.03 -0.05 -0.05 -0.03 0.00 0.05 0.11 0.18 0.26 0.36 0.47 0.58 0.70 0.82 
0.91 1.03 1.15 1.27 1.39 1.49 1.59 1.68 1.75 1.81 1.86 1.89 1.90 1.90 1.89 1.86 1.81 1.75 1.68 1.59 1.49 1.39 1.27 1.16 1.03 0.91 0.78 0.66 0.54 0.43 0.32 0.22 0.14 0.06 0.00 -0.05 -0.08 -0.09 -0.09 -0.08 -0.05 0.00 0.06 0.13 0.22 0.32 0.42 0.53 0.65 0.78 
0.84 0.97 1.09 1.21 1.33 1.43 1.53 1.62 1.69 1.75 1.80 1.83 1.84 1.84 1.83 1.80 1.75 1.69 1.62 1.53 1.43 1.33 1.21 1.10 0.97 0.85 0.72 0.60 0.48 0.36 0.26 0.16 0.08 0.00 -0.06 -0.11 -0.14 -0.15 -0.15 -0.14 -0.11 -0.06 0.00 0.07 0.16 0.25 0.36 0.47 0.59 0.72 
0.77 0.90 1.02 1.14 1.25 1.36 1.46 1.54 1.62 1.68 1.72 1.75 1.77 1.77 1.75 1.72 1.68 1.62 1.54 1.46 1.36 1.25 1.14 1.02 0.90 0.77 0.65 0.52 0.40 0.29 0.19 0.09 0.00 -0.07 -0.13 -0.18 -0.21 -0.23 -0.23 -0.21 -0.18 -0.13 -0.07 0.00 0.08 0.18 0.29 0.40 0.52 0.64 
0.69 0.81 0.93 1.05 1.17 1.27 1.37 1.46 1.53 1.59 1.64 1.67 1.68 1.68 1.67 1.64 1.59 1.53 1.46 1.37 1.27 1.17 1.05 0.94 0.81 0.69 0.56 0.44 0.32 0.21 0.10 0.00 -0.08 -0.16 -0.22 -0.26 -0.30 -0.31 -0.31 -0.30 -0.27 -0.22 -0.16 -0.09 0.00 0.10 0.20 0.31 0.43 0.56 
0.59 0.71 0.84 0.96 1.07 1.18 1.27 1.36 1.43 1.49 1.54 1.57 1.59 1.59 1.57 1.54 1.49 1.43 1.36 1.27 1.18 1.07 0.96 0.84 0.72 0.59 0.47 0.34 0.22 0.11 0.00 -0.09 -0.18 -0.25 -0.32 -0.36 -0.39 -0.41 -0.41 -0.39 -0.36 -0.32 -0.26 -0.18 -0.10 0.00 0.10 0.22 0.34 0.46 
0.48 0.61 0.73 0.85 0.96 1.07 1.17 1.25 1.33 1.39 1.43 1.47 1.48 1.48 1.47 1.43 1.39 1.33 1.25 1.17 1.07 0.97 0.85 0.73 0.61 0.48 0.36 0.24 0.12 0.00 -0.10 -0.20 -0.29 -0.36 -0.42 -0.47 -0.50 -0.51 -0.52 -0.50 -0.47 -0.42 -0.36 -0.29 -0.20 -0.11 0.00 0.11 0.23 0.35 
0.37 0.49 0.62 0.74 0.85 0.96 1.05 1.14 1.21 1.27 1.32 1.35 1.37 1.37 1.35 1.32 1.27 1.21 1.14 1.05 0.96 0.85 0.74 0.62 0.50 0.37 0.25 0.12 0.00 -0.11 -0.22 -0.31 -0.40 -0.47 -0.53 -0.58 -0.61 -0.63 -0.63 -0.61 -0.58 -0.54 -0.48 -0.40 -0.32 -0.22 -0.11 0.00 0.12 0.24 
0.25 0.38 0.50 0.62 0.73 0.84 0.93 1.02 1.09 1.15 1.20 1.23 1.25 1.25 1.23 1.20 1.16 1.10 1.02 0.94 0.84 0.73 0.62 0.50 0.38 0.25 0.13 0.00 -0.12 -0.23 -0.34 -0.43 -0.52 -0.59 -0.65 -0.70 -0.73 -0.75 -0.75 -0.73 -0.70 -0.66 -0.60 -0.52 -0.44 -0.34 -0.23 -0.12 0.00 0.12 
0.13 0.25 0.38 0.49 0.61 0.71 0.81 0.90 0.97 1.03 1.08 1.11 1.12 1.12 1.11 1.08 1.03 0.97 0.90 0.81 0.72 0.61 0.50 0.38 0.25 0.13 0.00 -0.12 -0.24 -0.35 -0.46 -0.56 -0.64 -0.72 -0.78 -0.82 -0.86 -0.87 -0.87 -0.86 -0.82 -0.78 -0.72 -0.65 -0.56 -0.46 -0.36 -0.24 -0.12 0.00 
0.00 0.13 0.25 0.37 0.48 0.59 0.69 0.77 0.85 0.91 0.95 0.98 1.00 1.00 0.98 0.95 0.91 0.85 0.77 0.69 0.59 0.48 0.37 0.25 0.13 0.00 -0.12 -0.25 -0.36 -0.48 -0.58 -0.68 -0.77 -0.84 -0.90 -0.95 -0.98 -1.00 -1.00 -0.98 -0.95 -0.90 -0.84 -0.77 -0.68 -0.59 -0.48 -0.37 -0.25 -0.13 
-0.12 0.00 0.12 0.24 0.36 0.46 0.56 0.65 0.72 0.78 0.83 0.86 0.87 0.87 0.86 0.83 0.78 0.72 0.65 0.56 0.47 0.36 0.25 0.13 0.00 -0.12 -0.25 -0.37 -0.49 -0.60 -0.71 -0.81 -0.89 -0.97 -1.03 -1.07 -1.11 -1.12 -1.12 -1.11 -1.08 -1.03 -0.97 -0.90 -0.81 -0.71 -0.61 -0.49 -0.38 -0.25 
-0.25 -0.12 0.00 0.12 0.23 0.34 0.44 0.52 0.60 0.66 0.70 0.74 0.75 0.75 0.74 0.70 0.66 0.60 0.52 0.44 0.34 0.24 0.12 0.00 -0.12 -0.25 -0.37 -0.49 -0.61 -0.73 -0.83 -0.93 -1.02 -1.09 -1.15 -1.20 -1.23 -1.24 -1.25 -1.23 -1.20 -1.15 -1.09 -1.02 -0.93 -0.84 -0.73 -0.62 -0.50 -0.38 
-0.37 -0.24 -0.12 0.00 0.12 0.22 0.32 0.40 0.48 0.54 0.58 0.62 0.63 0.63 0.62 0.58 0.54 0.48 0.40 0.32 0.22 0.12 0.00 -0.12 -0.24 -0.36 -0.49 -0.61 -0.73 -0.85 -0.95 -1.05 -1.14 -1.21 -1.27 -1.32 -1.35 -1.36 -1.36 -1.35 -1.32 -1.27 -1.21 -1.14 -1.05 -0.96 -0.85 -0.74 -0.62 -0.49 
-0.48 -0.35 -0.23 -0.11 0.00 0.11 0.20 0.29 0.36 0.42 0.47 0.50 0.52 0.52 0.50 0.47 0.43 0.36 0.29 0.21 0.11 0.00 -0.11 -0.23 -0.35 -0.48 -0.60 -0.73 -0.85 -0.96 -1.07 -1.16 -1.25 -1.32 -1.38 -1.43 -1.46 -1.48 -1.48 -1.46 -1.43 -1.39 -1.33 -1.25 -1.17 -1.07 -0.96 -0.85 -0.73 -0.61 
-0.59 -0.46 -0.34 -0.22 -0.10 0.00 0.10 0.18 0.26 0.32 0.36 0.40 0.41 0.41 0.40 0.37 0.32 0.26 0.19 0.10 0.00 -0.10 -0.22 -0.34 -0.46 -0.58 -0.71 -0.83 -0.95 -1.07 -1.17 -1.27 -1.36 -1.43 -1.49 -1.54 -1.57 -1.58 -1.58 -1.57 -1.54 -1.49 -1.43 -1.36 -1.27 -1.18 -1.07 -0.96 -0.84 -0.71 
-0.68 -0.56 -0.43 -0.32 -0.20 -0.10 0.00 0.09 0.16 0.22 0.27 0.30 0.31 0.31 0.30 0.27 0.22 0.16 0.09 0.00 -0.09 -0.20 -0.31 -0.43 -0.56 -0.68 -0.81 -0.93 -1.05 -1.16 -1.27 -1.37 -1.45 -1.53 -1.59 -1.63 -1.66 -1.68 -1.68 -1.67 -1.63 -1.59 -1.53 -1.46 -1.37 -1.27 -1.17 -1.05 -0.93 -0.81 
-0.77 -0.64 -0.52 -0.40 -0.29 -0.18 -0.08 0.00 0.07 0.14 0.18 0.21 0.23 0.23 0.21 0.18 0.14 0.08 0.00 -0.08 -0.18 -0.29 -0.40 -0.52 -0.64 -0.77 -0.89 -1.02 -1.14 -1.25 -1.36 -1.45 -1.54 -1.61 -1.67 -1.72 -1.75 -1.77 -1.77 -1.75 -1.72 -1.68 -1.61 -1.54 -1.46 -1.36 -1.25 -1.14 -1.02 -0.90 
-0.84 -0.72 -0.59 -0.48 -0.36 -0.26 -0.16 -0.07 0.00 0.06 0.11 0.14 0.15 0.15 0.14 0.11 0.06 0.00 -0.07 -0.16 -0.25 -0.36 -0.47 -0.59 -0.72 -0.84 -0.97 -1.09 -1.21 -1.32 -1.43 -1.53 -1.61 -1.69 -1.75 -1.79 -1.83 -1.84 -1.84 -1.83 -1.80 -1.75 -1.69 -1.62 -1.53 -1.43 -1.33 -1.21 -1.09 -0.97 
-0.90 -0.78 -0.66 -0.54 -0.42 -0.32 -0.22 -0.13 -0.06 0.00 0.05 0.08 0.09 0.09 0.08 0.05 0.00 -0.06 -0.13 -0.22 -0.32 -0.42 -0.53 -0.65 -0.78 -0.90 -1.03 -1.15 -1.27 -1.38 -1.49 -1.59 -1.67 -1.75 -1.81 -1.85 -1.89 -1.90 -1.90 -1.89 -1.86 -1.81 -1.75 -1.68 -1.59 -1.49 -1.39 -1.27 -1.16 -1.03 
-0.95 -0.83 -0.70 -0.58 -0.47 -0.36 -0.27 -0.18 -0.11 -0.05 0.00 0.03 0.05 0.05 0.03 0.00 -0.05 -0.11 -0.18 -0.26 -0.36 -0.47 -0.58 -0.70 -0.82 -0.95 -1.07 -1.20 -1.32 -1.43 -1.54 -1.63 -1.72 -1.79 -1.85 -1.90 -1.93 -1.95 -1.95 -1.93 -1.90 -1.86 -1.80 -1.72 -1.64 -1.54 -1.43 -1.32 -1.20 -1.08 
-0.98 -0.86 -0.73 -0.61 -0.50 -0.39 -0.30 -0.21 -0.14 -0.08 -0.03 0.00 0.02 0.02 0.00 -0.03 -0.08 -0.14 -0.21 -0.30 -0.39 -0.50 -0.61 -0.73 -0.86 -0.98 -1.11 -1.23 -1.35 -1.46 -1.57 -1.66 -1.75 -1.83 -1.89 -1.93 -1.96 -1.98 -1.98 -1.96 -1.93 -1.89 -1.83 -1.75 -1.67 -1.57 -1.47 -1.35 -1.23 -1.11 
-1.00 -0.87 -0.75 -0.63 -0.52 -0.41 -0.31 -0.23 -0.15 -0.09 -0.05 -0.02 0.00 0.00 -0.02 -0.05 -0.09 -0.15 -0.23 -0.31 -0.41 -0.51 -0.63 -0.75 -0.87 -1.00 -1.12 -1.24 -1.36 -1.48 -1.58 -1.68 -1.77 -1.84 -1.90 -1.95 -1.98 -2.00 -2.00 -1.98 -1.95 -1.90 -1.84 -1.77 -1.68 -1.59 -1.48 -1.37 -1.25 -1.13 
-1.00 -0.87 -0.75 -0.63 -0.52 -0.41 -0.31 -0.23 -0.15 -0.09 -0.05 -0.02 0.00 0.00 -0.02 -0.05 -0.09 -0.15 -0.23 -0.31 -0.41 -0.52 -0.63 -0.75 -0.87 -1.00 -1.12 -1.25 -1.36 -1.48 -1.58 -1.68 -1.77 -1.84 -1.90 -1.95 -1.98 -2.00 -2.00 -1.98 -1.95 -1.90 -1.84 -1.77 -1.68 -1.59 -1.48 -1.37 -1.25 -1.13 
-0.98 -0.86 -0.73 -0.61 -0.50 -0.40 -0.30 -0.21 -0.14 -0.08 -0.03 0.00 0.02 0.02 0.00 -0.03 -0.08 -0.14 -0.21 -0.30 -0.39 -0.50 -0.61 -0.73 -0.86 -0.98 -1.11 -1.23 -1.35 -1.46 -1.57 -1.67 -1.75 -1.83 -1.89 -1.93 -1.96 -1.98 -1.98 -1.97 -1.93 -1.89 -1.83 -1.76 -1.67 -1.57 -1.47 -1.35 -1.23 -1.11 
-0.95 -0.83 -0.70 -0.58 -0.47 -0.36 -0.27 -0.18 -0.11 -0.05 0.00 0.03 0.05 0.05 0.03 0.00 -0.05 -0.11 -0.18 -0.27 -0.36 -0.47 -0.58 -0.70 -0.82 -0.95 -1.08 -1.20 -1.32 -1.43 -1.54 -1.63 -1.72 -1.80 -1.86 -1.90 -1.93 -1.95 -1.95 -1.93 -1.90 -1.86 -1.80 -1.72 -1.64 -1.54 -1.44 -1.32 -1.20 -1.08 
-0.91 -0.78 -0.66 -0.54 -0.42 -0.32 -0.22 -0.14 -0.06 0.00 0.04 0.08 0.09 0.09 0.08 0.05 0.00 -0.06 -0.13 -0.22 -0.32 -0.42 -0.54 -0.66 -0.78 -0.90 -1.03 -1.15 -1.27 -1.39 -1.49 -1.59 -1.68 -1.75 -1.81 -1.86 -1.89 -1.90 -1.90 -1.89 -1.86 -1.81 -1.75 -1.68 -1.59 -1.50 -1.39 -1.28 -1.16 -1.03 
-0.85 -0.72 -0.60 -0.48 -0.36 -0.26 -0.16 -0.08 0.00 0.06 0.11 0.14 0.15 0.15 0.14 0.11 0.06 0.00 -0.07 -0.16 -0.26 -0.36 -0.48 -0.60 -0.72 -0.84 -0.97 -1.09 -1.21 -1.33 -1.43 -1.53 -1.61 -1.69 -1.75 -1.80 -1.83 -1.84 -1.84 -1.83 -1.80 -1.75 -1.69 -1.62 -1.53 -1.44 -1.33 -1.22 -1.10 -0.97 
-0.77 -0.65 -0.52 -0.40 -0.29 -0.18 -0.09 0.00 0.07 0.13 0.18 0.21 0.23 0.23 0.21 0.18 0.13 0.07 0.00 -0.09 -0.18 -0.29 -0.40 -0.52 -0.65 -0.77 -0.90 -1.02 -1.14 -1.25 -1.36 -1.46 -1.54 -1.62 -1.68 -1.72 -1.75 -1.77 -1.77 -1.76 -1.72 -1.68 -1.62 -1.54 -1.46 -1.36 -1.26 -1.14 -1.02 -0.90 
-0.69 -0.56 -0.44 -0.32 -0.21 -0.10 0.00 0.08 0.16 0.22 0.26 0.30 0.31 0.31 0.30 0.26 0.22 0.16 0.08 0.00 -0.10 -0.20 -0.32 -0.44 -0.56 -0.68 -0.81 -0.93 -1.05 -1.17 -1.27 -1.37 -1.46 -1.53 -1.59 -1.64 -1.67 -1.68 -1.68 -1.67 -1.64 -1.59 -1.53 -1.46 -1.37 -1.28 -1.17 -1.06 -0.94 -0.82 
-0.59 -0.46 -0.34 -0.22 -0.11 0.00 0.09 0.18 0.25 0.31 0.36 0.39 0.41 0.41 0.39 0.36 0.32 0.25 0.18 0.10 0.00 -0.11 -0.22 -0.34 -0.46 -0.59 -0.71 -0.84 -0.96 -1.07 -1.18 -1.27 -1.36 -1.43 -1.49 -1.54 -1.57 -1.59 -1.59 -1.57 -1.54 -1.50 -1.44 -1.36 -1.28 -1.18 -1.07 -0.96 -0.84 -0.72 
-0.48 -0.36 -0.24 -0.12 0.00 0.10 0.20 0.29 0.36 0.42 0.47 0.50 0.51 0.51 0.50 0.47 0.42 0.36 0.29 0.20 0.10 0.00 -0.11 -0.23 -0.36 -0.48 -0.61 -0.73 -0.85 -0.96 -1.07 -1.17 -1.25 -1.33 -1.39 -1.43 -1.47 -1.48 -1.48 -1.47 -1.44 -1.39 -1.33 -1.26 -1.17 -1.07 -0.97 -0.86 -0.74 -0.61 
-0.37 -0.25 -0.12 0.00 0.11 0.22 0.31 0.40 0.47 0.53 0.58 0.61 0.63 0.63 0.61 0.58 0.53 0.47 0.40 0.31 0.22 0.11 0.00 -0.12 -0.24 -0.37 -0.49 -0.62 -0.74 -0.85 -0.96 -1.05 -1.14 -1.21 -1.27 -1.32 -1.35 -1.37 -1.37 -1.35 -1.32 -1.28 -1.22 -1.14 -1.06 -0.96 -0.86 -0.74 -0.62 -0.50 
-0.25 -0.13 0.00 0.12 0.23 0.34 0.43 0.52 0.59 0.65 0.70 0.73 0.75 0.75 0.73 0.70 0.65 0.59 0.52 0.43 0.34 0.23 0.12 0.00 -0.12 -0.25 -0.38 -0.50 -0.62 -0.73 -0.84 -0.93 -1.02 -1.09 -1.16 -1.20 -1.23 -1.25 -1.25 -1.23 -1.20 -1.16 -1.10 -1.02 -0.94 -0.84 -0.74 -0.62 -0.50 -0.38 
-0.13 0.00 0.12 0.24 0.35 0.46 0.56 0.64 0.72 0.78 0.82 0.85 0.87 0.87 0.85 0.82 0.78 0.72 0.64 0.56 0.46 0.35 0.24 0.12 0.00 -0.13 -0.25 -0.38 -0.49 -0.61 -0.71 -0.81 -0.90 -0.97 -1.03 -1.08 -1.11 -1.13 -1.13 -1.11 -1.08 -1.03 -0.97 -0.90 -0.82 -0.72 -0.61 -0.50 -0.38 -0.26 
